"","ANALYTE_ACCESSION","GENE_SYMBOL","GENE_ALIASES","GENE_ID","GENETIC_NOMENCLATURE_ID","IMMUNOLOGY_SYMBOL","LINK","OFFICIAL_GENE_NAME","PROTEIN_ONTOLOGY_ID","PROTEIN_ONTOLOGY_NAME","PROTEIN_ONTOLOGY_SYNONYMS","PROTEIN_ONTOLOGY_SHORT_LABEL","TAXONOMY_ID","UNIPROT_ENTRY","UNIPROT_ENTRY_NAME"
"855","ANA689","Tnfsf13b","BAFF;BLyS;TALL1;THANK;zTNF4;TALL-1;TNFSF20;D8Ertd387e;","24099","MGI:1344376","Tnfsf13b","http://www.ncbi.nlm.nih.gov/gene/24099","tumor necrosis factor (ligand) superfamily, member 13b","PR:Q9WU72","tumor necrosis factor ligand superfamily member 13B (mouse)","B-cell-activating factor (mouse);BAFF (mouse);CD257 (mouse);mTNFSF13B","mTNFSF13B",10090,"TN13B_MOUSE","Tumor necrosis factor ligand superfamily member 13b, soluble form"
"856","ANA927","CD49a","-","-","HGNC:6134","CD49a","http://purl.obolibrary.org/obo/PR_P56199","-","PR:P56199","integrin alpha-1 (human)","CD49 antigen-like family member A (human);CD49a (human);VLA-1 (human);hITGA1;laminin and collagen receptor (human)","hITGA1",9606,"-","-"
"857","ANA930","CD10","-","-","HGNC:7154","CD10","http://purl.obolibrary.org/obo/PR_P08473","-","PR:P08473","neprilysin (human)","CALLA (human);CD10 (human);NEP (human);SFE (human);atriopeptidase (human);common acute lymphocytic leukemia antigen (human);enkephalinase (human);hMME;neutral endopeptidase (human);neutral endopeptidase 24.11 (human);skin fibroblast elastase (human)","hMME",9606,"-","-"
"858","ANA931","PDL2","-","-","HGNC:18731","PDL2","http://purl.obolibrary.org/obo/PR_Q9BQ51","-","PR:Q9BQ51","programmed cell death 1 ligand 2 (human)","B7-DC (human);PD-1 ligand 2 (human);PD-L2 (human);PDCD1 ligand 2 (human);butyrophilin B7-DC (human);hPDCD1LG2;programmed death ligand 2 (human)","hPDCD1LG2",9606,"-","-"
"859","ANA932","CD71a","-","-","HGNC:11763","CD71a","http://purl.obolibrary.org/obo/PR_P02786","-","PR:P02786","transferrin receptor protein 1 (human)","CD71 (human);T9 (human);TfR (human);TfR1 (human);Trfr (human);hTFRC","hTFRC",9606,"-","-"
"860","ANA934","CD90","-","-","HGNC:11801","CD90","http://purl.obolibrary.org/obo/PR_P04216","-","PR:P04216","Thy-1 membrane glycoprotein (human)","CD90 (human);CDw90 (human);Thy-1 antigen (human);hTHY1","hTHY1",9606,"-","-"
"861","ANA1241","CD320","8D6A","51293","HGNC:16692","CD320","http://purl.obolibrary.org/obo/PR_Q9NPF0","CD320 molecule","PR:Q9NPF0","CD320 antigen (human)","8D6 antigen (human);FDC-SM-8D6 (human);FDC-signaling molecule 8D6 (human);TCblR (human);hCD320;transcobalamin receptor (human)","hCD320",9606,"CD320_HUMAN","CD320 antigen"
"862","ANA1242","SLAMF7","CS1","57823","HGNC:21394","CD319","http://purl.obolibrary.org/obo/PR_Q9NQ25","SLAM family member 7","PR:Q9NQ25","SLAM family member 7 (human)","CD2 subset 1 (human);CD2-like receptor-activating cytotoxic cells (human);CD319 (human);CRACC (human);hSLAMF7;membrane protein FOAP-12 (human);novel Ly9 (human);protein 19A (human)","hSLAMF7",9606,"SLAF7_HUMAN","SLAM family member 7"
"863","ANA1243","NECTIN3","PRR3;PVRL3","25945","HGNC:17664","CDw113","http://purl.obolibrary.org/obo/PR_Q9NQS3","nectin cell adhesion molecule 3","PR:Q9NQS3","nectin-3 (human)","CD113 (human);CDw113 (human);hNECTIN3;nectin cell adhesion molecule 3 (human);poliovirus receptor-related protein 3 (human)","hNECTIN3",9606,"NECT3_HUMAN","Nectin-3"
"864","ANA1244","TLR9","-","54106","HGNC:15633","CD289","http://purl.obolibrary.org/obo/PR_Q9NR96","toll like receptor 9","PR:Q9NR96","Toll-like receptor 9 (human)","CD289 (human);hTLR9","hTLR9",9606,"TLR9_HUMAN","Toll-like receptor 9"
"865","ANA1245","TLR8","-","51311","HGNC:15632","CD288","http://purl.obolibrary.org/obo/PR_Q9NR97","toll like receptor 8","PR:Q9NR97","Toll-like receptor 8 (human)","CD288 (human);hTLR8","hTLR8",9606,"TLR8_HUMAN","Toll-like receptor 8"
"866","ANA1246","CD274","B7H1;PDCD1L1;PDCD1LG1;PDL1","29126","HGNC:17635","CD274","http://purl.obolibrary.org/obo/PR_Q9NZQ7","CD274 molecule","PR:Q9NZQ7","programmed cell death 1 ligand 1 (human)","B7 homolog 1 (human);B7-H1 (human);PD-L1 (human);PDCD1 ligand 1 (human);hCD274;programmed death ligand 1 (human)","hCD274",9606,"PD1L1_HUMAN","Programmed cell death 1 ligand 1"
"867","ANA1247","SIRPG","SIRPB2","55423","HGNC:15757","CD172g","http://purl.obolibrary.org/obo/PR_Q9P1W8","signal regulatory protein gamma","PR:Q9P1W8","signal-regulatory protein gamma (human)","CD172g (human);SIRP-b2 (human);SIRP-gamma (human);hSIRPG","hSIRPG",9606,"SIRPG_HUMAN","Signal-regulatory protein gamma"
"868","ANA1248","PTGFRN","CD9P1;EWIF;FPRP;KIAA1436","5738","HGNC:9601","CD315","http://purl.obolibrary.org/obo/PR_Q9P2B2","prostaglandin F2 receptor inhibitor","PR:Q9P2B2","prostaglandin F2 receptor negative regulator (human)","CD315 (human);CD9 partner 1 (human);CD9P-1 (human);EWI-F (human);Glu-Trp-Ile EWI motif-containing protein F (human);hPTGFRN;prostaglandin F2-alpha receptor regulatory protein (human);prostaglandin F2-alpha receptor-associated protein (human)","hPTGFRN",9606,"FPRP_HUMAN","Prostaglandin F2 receptor negative regulator"
"869","ANA1249","Cd5l","Aim;Api6","11801","MGI:1334419","Cd5l","http://purl.obolibrary.org/obo/PR_Q9QWK4","CD5 antigen-like","PR:Q9QWK4","CD5 antigen-like (mouse)","SP-alpha (mouse);apoptosis inhibitor expressed by macrophages (mouse);apoptosis inhibitory 6 (mouse);mAIM;mCD5L","mCD5L",10090,"CD5L_MOUSE","CD5 antigen-like"
"870","ANA1250","Cd164","-","53599","MGI:1859568","Cd164","http://purl.obolibrary.org/obo/PR_Q9R0L9","CD164 antigen","PR:Q9R0L9","sialomucin core protein 24 (mouse)","CD164 (mouse);MGC-24 (mouse);MGC-24v (mouse);MUC-24 (mouse);endolyn (mouse);mCD164;multi-glycosylated core protein 24 (mouse)","mCD164",10090,"MUC24_MOUSE","Sialomucin core protein 24"
"871","ANA1251","MRC2","CLEC13E;ENDO180;KIAA0709;UPARAP","9902","HGNC:16875","CD280","http://purl.obolibrary.org/obo/PR_Q9UBG0","mannose receptor C type 2","PR:Q9UBG0","C-type mannose receptor 2 (human)","C-type lectin domain family 13 member E (human);CD280 (human);UPAR-associated protein (human);endocytic receptor 180 (human);hMRC2;macrophage mannose receptor 2 (human);urokinase receptor-associated protein (human);urokinase-type plasminogen activator receptor-associated protein (human)","hMRC2",9606,"MRC2_HUMAN","C-type mannose receptor 2"
"872","ANA1252","CD300A","CMRF35H;IGSF12","11314","HGNC:19319","CD300a","http://purl.obolibrary.org/obo/PR_Q9UGN4","CD300a molecule","PR:Q9UGN4","CMRF35-like molecule 8 (human)","CD300 antigen-like family member A (human);CD300a (human);CLM-8 (human);CMRF-35-H9 (human);CMRF35-H (human);CMRF35-H9 (human);IRC1/IRC2 (human);IRp60 (human);IgSF12 (human);NK inhibitory receptor (human);hCD300A;immunoglobulin superfamily member 12 (human);inhibitory receptor protein 60 (human)","hCD300A",9606,"CLM8_HUMAN","CMRF35-like molecule 8"
"873","ANA1253","ADGRE2","EMR2","30817","HGNC:3337","CD312","http://purl.obolibrary.org/obo/PR_Q9UHX3","adhesion G protein-coupled receptor E2","PR:Q9UHX3","adhesion G protein-coupled receptor E2 (human)","CD312 (human);EGF-like module receptor 2 (human);EGF-like module-containing mucin-like hormone receptor-like 2 (human);hADGRE2","hADGRE2",9606,"AGRE2_HUMAN","Adhesion G protein-coupled receptor E2"
"874","ANA1254","CD84","SLAMF5","8832","HGNC:1704","CD84","http://purl.obolibrary.org/obo/PR_Q9UIB8","CD84 molecule","PR:Q9UIB8","SLAM family member 5 (human)","Hly9-beta (human);cell surface antigen MAX.3 (human);hCD84;leukocyte differentiation antigen CD84 (human);signaling lymphocytic activation molecule 5 (human)","hCD84",9606,"SLAF5_HUMAN","SLAM family member 5"
"875","ANA1255","CD207","CLEC4K","50489","HGNC:17935","CD207","http://purl.obolibrary.org/obo/PR_Q9UJ71","CD207 molecule","PR:Q9UJ71","C-type lectin domain family 4 member K (human)","hCD207;langerin (human)","hCD207",9606,"CLC4K_HUMAN","C-type lectin domain family 4 member K"
"876","ANA1256","FZD4","-","8322","HGNC:4042","CD344","http://purl.obolibrary.org/obo/PR_Q9ULV1","frizzled class receptor 4","PR:Q9ULV1","frizzled-4 (human)","CD344 (human);Fz-4 (human);FzE4 (human);hFZD4;hFz4","hFZD4",9606,"FZD4_HUMAN","Frizzled-4"
"877","ANA1257","FZD10","-","11211","HGNC:4039","CD350","http://purl.obolibrary.org/obo/PR_Q9ULW2","frizzled class receptor 10","PR:Q9ULW2","frizzled-10 (human)","CD350 (human);Fz-10 (human);FzE7 (human);hFZD10;hFz10","hFZD10",9606,"FZD10_HUMAN","Frizzled-10"
"878","ANA1258","ALK","-","238","HGNC:427","CD246","http://purl.obolibrary.org/obo/PR_Q9UM73","ALK receptor tyrosine kinase","PR:Q9UM73","ALK tyrosine kinase receptor (human)","CD246 (human);anaplastic lymphoma kinase (human);hALK","hALK",9606,"ALK_HUMAN","ALK tyrosine kinase receptor"
"879","ANA1259","PROCR","EPCR","10544","HGNC:9452","CD201","http://purl.obolibrary.org/obo/PR_Q9UNN8","protein C receptor","PR:Q9UNN8","endothelial protein C receptor (human)","APC receptor (human);CD201 (human);activated protein C receptor (human);endothelial cell protein C receptor (human);hPROCR","hPROCR",9606,"EPCR_HUMAN","Endothelial protein C receptor"
"880","ANA1260","ABCG2","ABCP;BCRP;BCRP1;MXR","9429","HGNC:74","CDw338","http://purl.obolibrary.org/obo/PR_Q9UNQ0","ATP binding cassette subfamily G member 2 (Junior blood group)","PR:Q9UNQ0","ATP-binding cassette sub-family G member 2 (human)","CD338 (human);CDw338 (human);breast cancer resistance protein (human);hABCG2;mitoxantrone resistance-associated protein (human);placenta-specific ATP-binding cassette transporter (human);urate exporter (human)","hABCG2",9606,"ABCG2_HUMAN","ATP-binding cassette sub-family G member 2"
"881","ANA1261","LAMP3","DCLAMP;TSC403","27074","HGNC:14582","CD208","http://purl.obolibrary.org/obo/PR_Q9UQV4","lysosomal associated membrane protein 3","PR:Q9UQV4","lysosome-associated membrane glycoprotein 3 (human)","CD208 (human);DC LAMP (human);DC-lysosome-associated membrane glycoprotein (human);hLAMP3;protein TSC403 (human)","hLAMP3",9606,"LAMP3_HUMAN","Lysosome-associated membrane glycoprotein 3"
"882","ANA1262","SIGLEC7","AIRM1","27036","HGNC:10876","CDw328","http://purl.obolibrary.org/obo/PR_Q9Y286","sialic acid binding Ig like lectin 7","PR:Q9Y286","sialic acid-binding Ig-like lectin 7 (human)","AIRM-1 (human);CD328 (human);CDw328 (human);D-siglec (human);QA79 membrane protein (human);adhesion inhibitory receptor molecule 1 (human);hSIGLEC7;siglec-7 (human)","hSIGLEC7",9606,"SIGL7_HUMAN","Sialic acid-binding Ig-like lectin 7"
"883","ANA1263","SIGLEC9","-","27180","HGNC:10878","CDw329","http://purl.obolibrary.org/obo/PR_Q9Y336","sialic acid binding Ig like lectin 9","PR:Q9Y336","sialic acid-binding Ig-like lectin 9 (human)","CD329 (human);CDw329 (human);hSIGLEC9;protein FOAP-9 (human);siglec-9 (human)","hSIGLEC9",9606,"SIGL9_HUMAN","Sialic acid-binding Ig-like lectin 9"
"884","ANA1264","PTGDR2","CRTH2;DL1R;GPR44","11251","HGNC:4502","CD294","http://purl.obolibrary.org/obo/PR_Q9Y5Y4","prostaglandin D2 receptor 2","PR:Q9Y5Y4","prostaglandin D2 receptor 2 (human)","CD294 (human);G-protein coupled receptor 44 (human);chemoattractant receptor-homologous molecule expressed on Th2 cells (human);hPTGDR2","hPTGDR2",9606,"PD2R2_HUMAN","Prostaglandin D2 receptor 2"
"885","ANA1265","F11R","JAM1;JCAM","50848","HGNC:14685","CD321","http://purl.obolibrary.org/obo/PR_Q9Y624","F11 receptor","PR:Q9Y624","junctional adhesion molecule A (human)","CD321 (human);JAM-1 (human);JAM-A (human);PAM-1 (human);hF11R;junctional adhesion molecule 1 (human);platelet F11 receptor (human);platelet adhesion molecule 1 (human)","hF11R",9606,"JAM1_HUMAN","Junctional adhesion molecule A"
"886","ANA1266","Cd320","-","54219","MGI:1860083","Cd320","http://purl.obolibrary.org/obo/PR_Q9Z1P5","CD320 antigen","PR:Q9Z1P5","CD320 antigen (mouse)","CD320 (mouse);TCblR (mouse);mCD320;transcobalamin receptor (mouse)","mCD320",10090,"CD320_MOUSE","CD320 antigen"
"887","ANA88","FGF2","BFGF;FGFB;FGF-2;HBGF-2;","2247","HGNC:3676","FGFB","http://www.ncbi.nlm.nih.gov/gene/2247","fibroblast growth factor 2 (basic)","PR:P09038","fibroblast growth factor 2 (human)","FGF-2 (human);HBGF-2 (human);bFGF (human);basic fibroblast growth factor (human);hFGF2;heparin-binding growth factor 2 (human)","hFGF2",9606,"FGF2_HUMAN","Fibroblast growth factor 2"
"888","ANA89","FLT3","RP11-153M24.3;CD135;FLK-2;FLK2;STK1;","2322","HGNC:3765","FLT3","http://www.ncbi.nlm.nih.gov/gene/2322","fms-related tyrosine kinase 3","PR:P36888","receptor-type tyrosine-protein kinase FLT3 (human)","FL cytokine receptor (human);FLK-2 (human);FLT-3 (human);Stem cell tyrosine kinase 1 (human);fetal liver kinase-2 (human);fms-like tyrosine kinase 3 (human);hFLT3","hFLT3",9606,"FLT3_HUMAN","Receptor-type tyrosine-protein kinase FLT3"
"889","ANA9","CCL18","CKb7;PARC;AMAC1;DCCK1;MIP-4;AMAC-1;DC-CK1;SCYA18;","6362","HGNC:10616","CCL18","http://www.ncbi.nlm.nih.gov/gene/6362","chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)","PR:P55774","C-C motif chemokine 18 (human)","AMAC-1 (human);CC chemokine PARC (human);DC-CK1 (human);MIP-4 (human);alternative macrophage activation-associated CC chemokine 1 (human);dendritic cell chemokine 1 (human);hCCL18;macrophage inflammatory protein 4 (human);pulmonary and activation-regulated chemokine (human);small-inducible cytokine A18 (human)","hCCL18",9606,"CCL18_HUMAN","CCL18(4-69)"
"890","ANA90","FLT3LG","FL;FLT3L;","2323","HGNC:3766","FLT3LG","http://www.ncbi.nlm.nih.gov/gene/2323","fms-related tyrosine kinase 3 ligand","PR:P49771","fms-related tyrosine kinase 3 ligand (human)","Flt3 ligand (human);Flt3L (human);SL cytokine (human);hFLT3LG","hFLT3LG",9606,"FLT3L_HUMAN","Fms-related tyrosine kinase 3 ligand"
"891","ANA91","GDF15","PDF;MIC1;PLAB;MIC-1;NAG-1;PTGFB;GDF-15;","9518","HGNC:30142","GDF15","http://www.ncbi.nlm.nih.gov/gene/9518","growth differentiation factor 15","PR:Q99988","growth/differentiation factor 15 (human)","GDF-15 (human);MIC-1 (human);NAG-1 (human);NRG-1 (human);NSAID-activated gene 1 protein (human);NSAID-regulated gene 1 protein (human);hGDF15;macrophage inhibitory cytokine 1 (human);placental TGF-beta (human);placental bone morphogenetic protein (human);prostate differentiation factor (human)","hGDF15",9606,"GDF15_HUMAN","Growth/differentiation factor 15"
"892","ANA92","HGF","SF;HGFB;HPTA;F-TCF;DFNB39;","3082","HGNC:4893","HGF","http://www.ncbi.nlm.nih.gov/gene/3082","hepatocyte growth factor (hepapoietin A; scatter factor)","PR:P14210","hepatocyte growth factor (human)","SF (human);hHGF;hepatopoietin-A (human);scatter factor (human)","hHGF",9606,"HGF_HUMAN","Hepatocyte growth factor beta chain"
"893","ANA93","IFNA1","IFL;IFN;IFNA;IFNA13;IFN-ALPHA;IFN-alphaD;","3439","HGNC:5417","IFNA1","http://www.ncbi.nlm.nih.gov/gene/3439","interferon, alpha 1","PR:000009177","interferon alpha-1","IFN-alpha-1;Ifna1","Ifna1",9606,"IFNA1_HUMAN","Interferon alpha-1/13"
"894","ANA94","IFNA10","IFN-alphaC;","3446","HGNC:5418","IFNA10","http://www.ncbi.nlm.nih.gov/gene/3446","interferon, alpha 10","PR:P01566","interferon alpha-10 (human)","IFN-alpha-10 (human);LeIF C (human);hIFNA10;interferon alpha-6L (human);interferon alpha-C (human)","hIFNA10",9606,"IFN10_HUMAN","Interferon alpha-10"
"895","ANA95","IFNA13","-","3447","HGNC:5419","IFNA13","http://www.ncbi.nlm.nih.gov/gene/3447","interferon, alpha 13","PR:000032985","interferon alpha-13","IFN-alpha-13;Ifna13","Ifna13",9606,"IFNA1_HUMAN","Interferon alpha-1/13"
"896","ANA96","IFNA14","LEIF2H;IFN-alphaH;","3448","HGNC:5420","IFNA14","http://www.ncbi.nlm.nih.gov/gene/3448","interferon, alpha 14","PR:P01570","interferon alpha-14 (human)","IFN-alpha-14 (human);LeIF H (human);hIFNA14;interferon alpha-H (human);interferon lambda-2-H (human)","hIFNA14",9606,"IFN14_HUMAN","Interferon alpha-14"
"897","ANA97","IFNA16","IFN-alphaO;","3449","HGNC:5421","IFNA16","http://www.ncbi.nlm.nih.gov/gene/3449","interferon, alpha 16","PR:P05015","interferon alpha-16 (human)","IFN-alpha-16 (human);hIFNA16;interferon alpha-WA (human)","hIFNA16",9606,"IFN16_HUMAN","Interferon alpha-16"
"898","ANA98","IFNA17","IFNA;INFA;LEIF2C1;IFN-alphaI;","3451","HGNC:5422","IFNA17","http://www.ncbi.nlm.nih.gov/gene/3451","interferon, alpha 17","PR:P01571","interferon alpha-17 (human)","IFN-alpha-17 (human);LeIF I (human);hIFNA17;interferon alpha-88 (human);interferon alpha-I' (human);interferon alpha-T (human)","hIFNA17",9606,"IFN17_HUMAN","Interferon alpha-17"
"899","ANA99","IFNA2","IFNA;INFA2;IFNA2B;IFN-alphaA;","3440","HGNC:5423","IFNA2","http://www.ncbi.nlm.nih.gov/gene/3440","interferon, alpha 2","PR:P01563","interferon alpha-2 (human)","IFN-alpha-2 (human);LeIF A (human);hIFNA2;interferon alpha-A (human)","hIFNA2",9606,"IFNA2_HUMAN","Interferon alpha-2"
"900","ANA907","pSTAT1","-","-","-","pSTAT1","http://purl.obolibrary.org/obo/PR_000026858","-","PR:000026858","signal transducer and activator of transcription 1 isoform 1 phosphorylated 1 (human)","UniProtKB:P42224-1, Tyr-701, MOD:00048;hSTAT1/iso:1/Phos:1;signal transducer and activator of transcription 1 isoform 1 phosphorylated 2 (human)","hSTAT1/iso:1/Phos:1",9606,"P42224-1, Tyr-701","STAT1"
"901","ANA908","pSTAT3","-","-","-","pSTAT3","http://purl.obolibrary.org/obo/PR_000045774","-","PR:000045774","signal transducer and activator of transcription 3 phosphorylated 1 (human)","hSTAT3/Phos:1","hSTAT3/Phos:1",9606,"P40763-1, Tyr-705","STAT3 APRF"
"902","ANA909","Annexin","-","-","HGNC:543","Annexin","http://purl.obolibrary.org/obo/PR_P08758","-","PR:P08758","annexin A5 (human)","CBP-I (human);VAC-alpha (human);anchorin CII (human);annexin V (human);annexin-5 (human);calphobindin I (human);endonexin II (human);hANXA5;lipocortin V (human);placental anticoagulant protein 4 (human);placental anticoagulant protein I (human);thromboplastin inhibitor (human);vascular anticoagulant-alpha (human)","hANXA5",9606,"-","-"
"903","ANA910","BCL6","-","-","HGNC:1001","BCL6","http://purl.obolibrary.org/obo/PR_P41182","-","PR:P41182","B-cell lymphoma 6 protein (human)","B-cell lymphoma 5 protein (human);BCL-5 (human);BCL-6 (human);hBCL6;protein LAZ-3 (human);zinc finger and BTB domain-containing protein 27 (human);zinc finger protein 51 (human)","hBCL6",9606,"-","-"
"904","ANA911","Caspase-3","-","-","HGNC:1504","Caspase-3","http://purl.obolibrary.org/obo/PR_P42574","-","PR:P42574","caspase-3 (human)","CASP-3 (human);CPP-32 (human);SCA-1 (human);SREBP cleavage activity 1 (human);apopain (human);cysteine protease CPP32 (human);hCASP3;protein Yama (human)","hCASP3",9606,"-","-"
"905","ANA914","CD44","-","-","HGNC:1681","CD44","http://purl.obolibrary.org/obo/PR_P16070","-","PR:P16070","CD44 antigen (human)","CDw44 (human);ECMR-III (human);GP90 lymphocyte homing/adhesion receptor (human);HUTCH-I (human);PGP-1 (human);epican (human);extracellular matrix receptor III (human);hCD44;heparan sulfate proteoglycan (human);hermes antigen (human);hyaluronate receptor (human);phagocytic glycoprotein 1 (human);phagocytic glycoprotein I (human)","hCD44",9606,"-","-"
"906","ANA915","CD5","-","-","HGNC:1685","CD5","http://purl.obolibrary.org/obo/PR_P06127","-","PR:P06127","T-cell surface glycoprotein CD5 (human)","hCD5;lymphocyte antigen T1/Leu-1 (human)","hCD5",9606,"-","-"
"907","ANA916","CD83","-","-","HGNC:1703","CD83","http://purl.obolibrary.org/obo/PR_Q01151","-","PR:Q01151","CD83 antigen (human)","B-cell activation protein (human);cell surface protein HB15 (human);hCD83","hCD83",9606,"-","-"
"908","ANA918","AA4","-","-","HGNC:15855","AA4","http://purl.obolibrary.org/obo/PR_Q9NPY3","-","PR:Q9NPY3","complement component C1q receptor (human)","C1q/MBL/SPA receptor (human);C1qR (human);C1qR(p) (human);C1qRp (human);CDw93 (human);complement component 1 q subcomponent receptor 1 (human);hCD93;matrix-remodeling-associated protein 4 (human)","hCD93",9606,"-","-"
"909","ANA919","CD21","-","-","HGNC:2336","CD21","http://purl.obolibrary.org/obo/PR_P20023","-","PR:P20023","complement receptor type 2 (human)","CD21 (human);Cr2 (human);EBV receptor (human);complement C3d receptor (human);epstein-Barr virus receptor (human);hCR2","hCR2",9606,"-","-"
"910","ANA921","CD39","-","-","HGNC:3363","CD39","http://purl.obolibrary.org/obo/PR_P49961","-","PR:P49961","ectonucleoside triphosphate diphosphohydrolase 1 (human)","NTPDase 1 (human);ecto-ATP diphosphohydrolase 1 (human);ecto-ATPDase 1 (human);ecto-ATPase 1 (human);ecto-apyrase (human);hENTPD1;lymphoid cell activation antigen (human)","hENTPD1",9606,"-","-"
"911","ANA922","CD23","-","-","HGNC:3612","CD23","http://purl.obolibrary.org/obo/PR_P06734","-","PR:P06734","low affinity immunoglobulin epsilon Fc receptor (human)","BLAST-2 (human);C-type lectin domain family 4 member J (human);CD23 (human);Fc-epsilon-RII (human);hFCER2;immunoglobulin E-binding factor (human);lymphocyte IgE receptor (human)","hFCER2",9606,"-","-"
